char,height,origin_path,path,seg_areas,src_height,src_width,width,x1,x2,y1,y2,isTrain,label
8,109,kaist_dataset/Korean/Digital_Camera/G-others/2007-12-09-day-exterior-062.jpg,char_data/8/2007-12-09-day-exterior-062.jpg_2.jpg,4142,1600,1200,38,466,504,1395,1504,True,10
8,39,kaist_dataset/Korean/Digital_Camera/G-others/2007-12-09-day-exterior-083.jpg,char_data/8/2007-12-09-day-exterior-083.jpg_4.jpg,1326,1600,1200,34,511,545,969,1008,True,10
8,53,kaist_dataset/Korean/Digital_Camera/G-others/2007-12-09-day-exterior-083.jpg,char_data/8/2007-12-09-day-exterior-083.jpg_5.jpg,2650,1600,1200,50,278,328,127,180,True,10
8,56,kaist_dataset/Korean/Digital_Camera/G-others/DSC03434.JPG,char_data/8/DSC03434.JPG_6.jpg,1624,480,640,29,265,294,24,80,True,10
8,50,kaist_dataset/Korean/Digital_Camera/G-others/DSC03434.JPG,char_data/8/DSC03434.JPG_7.jpg,1550,480,640,31,344,375,29,79,True,10
8,55,kaist_dataset/Korean/Digital_Camera/G-others/DSC03434.JPG,char_data/8/DSC03434.JPG_8.jpg,1760,480,640,32,397,429,29,84,True,10
8,28,kaist_dataset/Korean/Digital_Camera/G-others/DSC03863.JPG,char_data/8/DSC03863.JPG_2.jpg,308,480,640,11,180,191,407,435,True,10
8,63,kaist_dataset/Korean/Digital_Camera/indoor1/080119-0018.jpg,char_data/8/080119-0018.jpg_2.jpg,1953,1200,1600,31,854,885,439,502,True,10
8,56,kaist_dataset/Korean/Digital_Camera/indoor2/DSC03474.JPG,char_data/8/DSC03474.JPG_4.jpg,2016,480,640,36,271,307,151,207,True,10
8,56,kaist_dataset/Korean/Digital_Camera/indoor2/DSC03474.JPG,char_data/8/DSC03474.JPG_5.jpg,1512,480,640,27,410,437,150,206,True,10
8,57,kaist_dataset/Korean/Digital_Camera/indoor2/DSC03475.JPG,char_data/8/DSC03475.JPG_2.jpg,2166,480,640,38,494,532,89,146,True,10
8,88,kaist_dataset/Korean/Digital_Camera/indoor2/DSC03565.JPG,char_data/8/DSC03565.JPG_2.jpg,5544,480,640,63,228,291,274,362,True,10
8,30,kaist_dataset/Korean/Digital_Camera/indoor2/DSC03975.JPG,char_data/8/DSC03975.JPG_2.jpg,450,480,640,15,151,166,294,324,True,10
8,36,kaist_dataset/Korean/Digital_Camera/indoor2/DSC03983.JPG,char_data/8/DSC03983.JPG_2.jpg,864,480,640,24,279,303,325,361,True,10
8,75,kaist_dataset/Korean/Digital_Camera/indoor2/DSC04006.JPG,char_data/8/DSC04006.JPG_2.jpg,2400,480,640,32,275,307,149,224,True,10
8,55,kaist_dataset/Korean/Digital_Camera/indoor2/DSC04204.JPG,char_data/8/DSC04204.JPG_8.jpg,1870,480,640,34,283,317,202,257,True,10
8,53,kaist_dataset/Korean/Digital_Camera/indoor2/DSC04204.JPG,char_data/8/DSC04204.JPG_9.jpg,1696,480,640,32,318,350,202,255,True,10
8,40,kaist_dataset/Korean/Digital_Camera/indoor2/DSC04204.JPG,char_data/8/DSC04204.JPG_10.jpg,880,480,640,22,326,348,280,320,True,10
8,46,kaist_dataset/Korean/Digital_Camera/indoor2/DSC04204.JPG,char_data/8/DSC04204.JPG_11.jpg,1058,480,640,23,453,476,277,323,True,10
8,64,kaist_dataset/Korean/Digital_Camera/indoor2/P071209063.jpg,char_data/8/P071209063.jpg_2.jpg,4096,1200,1600,64,958,1022,1074,1138,True,10
8,86,kaist_dataset/Korean/Digital_Camera/indoor2/크기변환_%BD%C7%B3%BB%B0%A3%C6%C7_moon8481.jpg,char_data/8/크기변환_%BD%C7%B3%BB%B0%A3%C6%C7_moon8481.jpg_4.jpg,4214,480,640,49,383,432,338,424,True,10
8,82,kaist_dataset/Korean/Digital_Camera/indoor2/크기변환_%BD%C7%B3%BB%B0%A3%C6%C7_moon8481.jpg,char_data/8/크기변환_%BD%C7%B3%BB%B0%A3%C6%C7_moon8481.jpg_5.jpg,3608,480,640,44,474,518,342,424,True,10
8,24,kaist_dataset/Korean/Digital_Camera/outdoor1/002.JPG,char_data/8/002.JPG_2.jpg,360,480,640,15,333,348,374,398,True,10
8,19,kaist_dataset/Korean/Digital_Camera/outdoor1/006.JPG,char_data/8/006.JPG_4.jpg,342,480,640,18,275,293,256,275,True,10
8,18,kaist_dataset/Korean/Digital_Camera/outdoor1/006.JPG,char_data/8/006.JPG_5.jpg,324,480,640,18,402,420,254,272,True,10
8,24,kaist_dataset/Korean/Digital_Camera/outdoor1/011.JPG,char_data/8/011.JPG_2.jpg,552,480,640,23,342,365,256,280,True,10
8,15,kaist_dataset/Korean/Digital_Camera/outdoor1/013.JPG,char_data/8/013.JPG_4.jpg,255,480,640,17,358,375,254,269,True,10
8,16,kaist_dataset/Korean/Digital_Camera/outdoor1/013.JPG,char_data/8/013.JPG_5.jpg,144,480,640,9,405,414,251,267,True,10
8,20,kaist_dataset/Korean/Digital_Camera/outdoor1/017.JPG,char_data/8/017.JPG_2.jpg,400,480,640,20,406,426,273,293,True,10
8,27,kaist_dataset/Korean/Digital_Camera/outdoor1/023.JPG,char_data/8/023.JPG_2.jpg,621,480,640,23,144,167,271,298,True,10
8,21,kaist_dataset/Korean/Digital_Camera/outdoor1/028.JPG,char_data/8/028.JPG_2.jpg,357,480,640,17,283,300,265,286,True,10
8,38,kaist_dataset/Korean/Digital_Camera/outdoor1/029.JPG,char_data/8/029.JPG_2.jpg,950,480,640,25,232,257,286,324,True,10
8,31,kaist_dataset/Korean/Digital_Camera/outdoor1/032.JPG,char_data/8/032.JPG_6.jpg,713,480,640,23,64,87,256,287,True,10
8,22,kaist_dataset/Korean/Digital_Camera/outdoor1/032.JPG,char_data/8/032.JPG_7.jpg,418,480,640,19,245,264,260,282,True,10
8,30,kaist_dataset/Korean/Digital_Camera/outdoor1/032.JPG,char_data/8/032.JPG_8.jpg,600,480,640,20,418,438,255,285,True,10
8,31,kaist_dataset/Korean/Digital_Camera/outdoor1/035.JPG,char_data/8/035.JPG_4.jpg,744,480,640,24,249,273,287,318,True,10
8,30,kaist_dataset/Korean/Digital_Camera/outdoor1/035.JPG,char_data/8/035.JPG_5.jpg,570,480,640,19,455,474,288,318,True,10
8,28,kaist_dataset/Korean/Digital_Camera/outdoor1/040.JPG,char_data/8/040.JPG_2.jpg,868,480,640,31,217,248,297,325,True,10
8,44,kaist_dataset/Korean/Digital_Camera/outdoor1/052.JPG,char_data/8/052.JPG_2.jpg,1232,480,640,28,236,264,318,362,True,10
8,37,kaist_dataset/Korean/Digital_Camera/outdoor1/059.JPG,char_data/8/059.JPG_2.jpg,703,480,640,19,377,396,320,357,True,10
8,26,kaist_dataset/Korean/Digital_Camera/outdoor1/069.JPG,char_data/8/069.JPG_2.jpg,468,480,640,18,257,275,270,296,True,10
8,15,kaist_dataset/Korean/Digital_Camera/outdoor1/070.JPG,char_data/8/070.JPG_2.jpg,165,480,640,11,362,373,254,269,True,10
8,22,kaist_dataset/Korean/Digital_Camera/outdoor1/071.JPG,char_data/8/071.JPG_2.jpg,506,480,640,23,238,261,261,283,True,10
8,32,kaist_dataset/Korean/Digital_Camera/outdoor1/102.JPG,char_data/8/102.JPG_2.jpg,672,480,640,21,329,350,309,341,True,10
8,38,kaist_dataset/Korean/Digital_Camera/outdoor1/120.JPG,char_data/8/120.JPG_2.jpg,1596,480,640,42,197,239,294,332,True,10
8,33,kaist_dataset/Korean/Digital_Camera/outdoor1/123.JPG,char_data/8/123.JPG_4.jpg,660,480,640,20,343,363,273,306,True,10
8,30,kaist_dataset/Korean/Digital_Camera/outdoor1/123.JPG,char_data/8/123.JPG_5.jpg,630,480,640,21,168,189,280,310,True,10
8,27,kaist_dataset/Korean/Digital_Camera/outdoor1/125.JPG,char_data/8/125.JPG_2.jpg,540,480,640,20,267,287,259,286,True,10
8,21,kaist_dataset/Korean/Digital_Camera/outdoor1/126.JPG,char_data/8/126.JPG_4.jpg,525,480,640,25,218,243,267,288,True,10
8,26,kaist_dataset/Korean/Digital_Camera/outdoor1/126.JPG,char_data/8/126.JPG_5.jpg,312,480,640,12,492,504,256,282,True,10
8,45,kaist_dataset/Korean/Digital_Camera/outdoor1/127.JPG,char_data/8/127.JPG_4.jpg,1350,480,640,30,211,241,269,314,True,10
8,41,kaist_dataset/Korean/Digital_Camera/outdoor1/127.JPG,char_data/8/127.JPG_5.jpg,1025,480,640,25,342,367,270,311,True,10
8,51,kaist_dataset/Korean/Digital_Camera/outdoor1/2007-12-08-day-047.jpg,char_data/8/2007-12-08-day-047.jpg_2.jpg,1734,1200,1600,34,823,857,706,757,True,10
8,59,kaist_dataset/Korean/Digital_Camera/outdoor1/2007-12-08-day-057.jpg,char_data/8/2007-12-08-day-057.jpg_4.jpg,2537,1200,1600,43,793,836,602,661,True,10
8,76,kaist_dataset/Korean/Digital_Camera/outdoor1/2007-12-08-day-057.jpg,char_data/8/2007-12-08-day-057.jpg_5.jpg,3420,1200,1600,45,1069,1114,590,666,True,10
8,68,kaist_dataset/Korean/Digital_Camera/outdoor1/46.JPG,char_data/8/46.JPG_4.jpg,2992,576,768,44,157,201,368,436,True,10
8,70,kaist_dataset/Korean/Digital_Camera/outdoor1/46.JPG,char_data/8/46.JPG_5.jpg,2380,576,768,34,393,427,364,434,True,10
8,34,kaist_dataset/Korean/Digital_Camera/outdoor1/50.JPG,char_data/8/50.JPG_2.jpg,714,576,768,21,300,321,336,370,True,10
8,43,kaist_dataset/Korean/Digital_Camera/outdoor1/54.JPG,char_data/8/54.JPG_4.jpg,1462,523,767,34,374,408,364,407,True,10
8,45,kaist_dataset/Korean/Digital_Camera/outdoor1/54.JPG,char_data/8/54.JPG_5.jpg,1170,523,767,26,523,549,364,409,True,10
8,68,kaist_dataset/Korean/Digital_Camera/outdoor2/2007-12-08-day-101.jpg,char_data/8/2007-12-08-day-101.jpg_4.jpg,2448,1200,1600,36,723,759,634,702,True,10
8,37,kaist_dataset/Korean/Digital_Camera/outdoor2/2007-12-08-day-101.jpg,char_data/8/2007-12-08-day-101.jpg_5.jpg,703,1200,1600,19,808,827,743,780,True,10
8,67,kaist_dataset/Korean/Digital_Camera/outdoor2/2007-12-09-day-exterior-009.jpg,char_data/8/2007-12-09-day-exterior-009.jpg_2.jpg,2747,1200,1600,41,699,740,684,751,True,10
8,77,kaist_dataset/Korean/Digital_Camera/outdoor2/2007-12-09-day-exterior-012.jpg,char_data/8/2007-12-09-day-exterior-012.jpg_8.jpg,4158,1200,1600,54,1009,1063,621,698,True,10
8,78,kaist_dataset/Korean/Digital_Camera/outdoor2/2007-12-09-day-exterior-012.jpg,char_data/8/2007-12-09-day-exterior-012.jpg_9.jpg,4134,1200,1600,53,1179,1232,620,698,True,10
8,79,kaist_dataset/Korean/Digital_Camera/outdoor2/2007-12-09-day-exterior-012.jpg,char_data/8/2007-12-09-day-exterior-012.jpg_10.jpg,3713,1200,1600,47,1234,1281,620,699,True,10
8,75,kaist_dataset/Korean/Digital_Camera/outdoor2/2007-12-09-day-exterior-012.jpg,char_data/8/2007-12-09-day-exterior-012.jpg_11.jpg,3900,1200,1600,52,1281,1333,621,696,True,10
8,58,kaist_dataset/Korean/Digital_Camera/outdoor2/2007-12-09-day-exterior-016.jpg,char_data/8/2007-12-09-day-exterior-016.jpg_4.jpg,1740,1200,1600,30,27,57,355,413,True,10
8,59,kaist_dataset/Korean/Digital_Camera/outdoor2/2007-12-09-day-exterior-016.jpg,char_data/8/2007-12-09-day-exterior-016.jpg_5.jpg,2419,1200,1600,41,508,549,748,807,True,10
8,63,kaist_dataset/Korean/Digital_Camera/outdoor2/2007-12-09-day-exterior-033.jpg,char_data/8/2007-12-09-day-exterior-033.jpg_2.jpg,5607,1200,1600,89,403,492,726,789,True,10
8,51,kaist_dataset/Korean/Digital_Camera/outdoor2/2007-12-09-day-exterior-035.jpg,char_data/8/2007-12-09-day-exterior-035.jpg_4.jpg,1785,1200,1600,35,409,444,709,760,True,10
8,59,kaist_dataset/Korean/Digital_Camera/outdoor2/2007-12-09-day-exterior-035.jpg,char_data/8/2007-12-09-day-exterior-035.jpg_5.jpg,1947,1200,1600,33,601,634,708,767,True,10
8,35,kaist_dataset/Korean/Digital_Camera/outdoor2/2007-12-09-day-exterior-036.jpg,char_data/8/2007-12-09-day-exterior-036.jpg_2.jpg,805,1200,1600,23,1434,1457,629,664,True,10
8,40,kaist_dataset/Korean/Digital_Camera/outdoor2/2007-12-09-day-exterior-084.jpg,char_data/8/2007-12-09-day-exterior-084.jpg_2.jpg,1680,1200,1600,42,722,764,806,846,True,10
8,32,kaist_dataset/Korean/Digital_Camera/outdoor2/DSC02299.JPG,char_data/8/DSC02299.JPG_2.jpg,736,480,640,23,557,580,210,242,True,10
8,30,kaist_dataset/Korean/Digital_Camera/outdoor2/DSC02304.JPG,char_data/8/DSC02304.JPG_2.jpg,810,480,640,27,225,252,261,291,True,10
8,54,kaist_dataset/Korean/Digital_Camera/outdoor2/DSC02305.JPG,char_data/8/DSC02305.JPG_4.jpg,2268,480,640,42,321,363,248,302,True,10
8,52,kaist_dataset/Korean/Digital_Camera/outdoor2/DSC02305.JPG,char_data/8/DSC02305.JPG_5.jpg,1976,480,640,38,565,603,247,299,True,10
8,29,kaist_dataset/Korean/Digital_Camera/outdoor2/DSC02308.JPG,char_data/8/DSC02308.JPG_2.jpg,1044,480,640,36,222,258,241,270,True,10
8,32,kaist_dataset/Korean/Digital_Camera/outdoor2/DSC02310.JPG,char_data/8/DSC02310.JPG_2.jpg,1056,480,640,33,197,230,209,241,True,10
8,37,kaist_dataset/Korean/Digital_Camera/outdoor2/DSC02311.JPG,char_data/8/DSC02311.JPG_2.jpg,814,480,640,22,447,469,252,289,True,10
8,23,kaist_dataset/Korean/Digital_Camera/outdoor2/DSC02314.JPG,char_data/8/DSC02314.JPG_4.jpg,414,480,640,18,323,341,204,227,True,10
8,23,kaist_dataset/Korean/Digital_Camera/outdoor2/DSC02314.JPG,char_data/8/DSC02314.JPG_5.jpg,368,480,640,16,396,412,204,227,True,10
8,29,kaist_dataset/Korean/Digital_Camera/outdoor2/DSC02321.JPG,char_data/8/DSC02321.JPG_6.jpg,667,480,640,23,184,207,379,408,True,10
8,33,kaist_dataset/Korean/Digital_Camera/outdoor2/DSC02321.JPG,char_data/8/DSC02321.JPG_7.jpg,990,480,640,30,340,370,378,411,True,10
8,37,kaist_dataset/Korean/Digital_Camera/outdoor2/DSC02321.JPG,char_data/8/DSC02321.JPG_8.jpg,666,480,640,18,320,338,376,413,True,10
8,22,kaist_dataset/Korean/Digital_Camera/outdoor2/DSC02326.JPG,char_data/8/DSC02326.JPG_4.jpg,396,480,640,18,363,381,340,362,True,10
8,33,kaist_dataset/Korean/Digital_Camera/outdoor2/DSC02326.JPG,char_data/8/DSC02326.JPG_5.jpg,462,480,640,14,477,491,336,369,True,10
8,38,kaist_dataset/Korean/Digital_Camera/outdoor2/DSC02327.JPG,char_data/8/DSC02327.JPG_4.jpg,1330,480,640,35,143,178,351,389,True,10
8,40,kaist_dataset/Korean/Digital_Camera/outdoor2/DSC02327.JPG,char_data/8/DSC02327.JPG_5.jpg,1040,480,640,26,452,478,360,400,True,10
8,42,kaist_dataset/Korean/Digital_Camera/outdoor2/DSC02366.JPG,char_data/8/DSC02366.JPG_2.jpg,1176,480,640,28,316,344,404,446,True,10
8,35,kaist_dataset/Korean/Digital_Camera/outdoor2/DSC02371.JPG,char_data/8/DSC02371.JPG_2.jpg,945,480,640,27,109,136,240,275,True,10
8,30,kaist_dataset/Korean/Digital_Camera/outdoor2/DSC02372.JPG,char_data/8/DSC02372.JPG_2.jpg,300,480,640,10,465,475,293,323,True,10
